HS[43.990865], V, HS[43.990865], BB[0.004568], 0.013703, 87.986297
HS[44.390440], V, HS[44.390440], BB[0.004780], 0.014340, 88.785660
HS[44.790000], V, HS[44.790000], BB[0.005000], 0.015001, 89.584999
HS[45.189543], V, HS[45.189543], BB[0.005228], 0.015685, 90.384315
HS[45.589070], V, HS[45.589070], BB[0.005465], 0.016395, 91.183605
HS[45.988580], V, HS[45.988580], BB[0.005710], 0.017129, 91.982871
HS[46.388073], V, HS[46.388073], BB[0.005963], 0.017890, 92.782110
HS[46.787548], V, HS[46.787548], BB[0.006226], 0.018678, 93.581322
HS[47.187005], V, HS[47.187005], BB[0.006498], 0.019493, 94.380507
HS[47.586443], V, HS[47.586443], BB[0.006779], 0.020336, 95.179664
HS[47.985861], V, HS[47.985861], BB[0.007069], 0.021208, 95.978792
HS[48.385260], V, HS[48.385260], BB[0.007370], 0.022110, 96.777890
HS[48.784638], V, HS[48.784638], BB[0.007681], 0.023043, 97.576957
HS[49.183996], V, HS[49.183996], BB[0.008002], 0.024006, 98.375994
HS[49.583332], V, HS[49.583332], BB[0.008334], 0.025002, 99.174998
HS[49.982647], V, HS[49.982647], BB[0.008677], 0.026030, 99.973970
HS[50.381939], V, HS[50.381939], BB[0.009030], 0.027091, 100.772909
HS[50.781208], V, HS[50.781208], BB[0.009396], 0.028187, 101.571813
HS[51.180454], V, HS[51.180454], BB[0.009773], 0.029318, 102.370682
HS[51.579676], V, HS[51.579676], BB[0.010162], 0.030486, 103.169514
HS[51.978874], V, HS[51.978874], BB[0.010563], 0.031690, 103.968310
HS[52.378046], V, HS[52.378046], BB[0.010977], 0.032931, 104.767069
HS[52.777192], V, HS[52.777192], BB[0.011404], 0.034212, 105.565788
HS[53.176312], V, HS[53.176312], BB[0.011844], 0.035531, 106.364469
HS[53.575406], V, HS[53.575406], BB[0.012297], 0.036891, 107.163109
HS[53.974471], V, HS[53.974471], BB[0.012764], 0.038293, 107.961707
HS[54.373509], V, HS[54.373509], BB[0.013245], 0.039736, 108.760264
HS[54.772518], V, HS[54.772518], BB[0.013741], 0.041223, 109.558777
HS[55.171497], V, HS[55.171497], BB[0.014251], 0.042754, 110.357246
HS[55.570447], V, HS[55.570447], BB[0.014777], 0.044330, 111.155670
HS[55.969365], V, HS[55.969365], BB[0.015317], 0.045952, 111.954048
HS[56.368252], V, HS[56.368252], BB[0.015874], 0.047621, 112.752379
HS[56.767107], V, HS[56.767107], BB[0.016446], 0.049339, 113.550661
HS[57.165930], V, HS[57.165930], BB[0.017035], 0.051105, 114.348895
HS[57.564719], V, HS[57.564719], BB[0.017641], 0.052922, 115.147078
HS[57.963474], V, HS[57.963474], BB[0.018263], 0.054790, 115.945210
HS[58.362194], V, HS[58.362194], BB[0.018903], 0.056710, 116.743290
HS[58.760878], V, HS[58.760878], BB[0.019561], 0.058683, 117.541317
HS[59.159526], V, HS[59.159526], BB[0.020237], 0.060711, 118.339289
HS[59.558137], V, HS[59.558137], BB[0.020932], 0.062795, 119.137205
HS[59.956710], V, HS[59.956710], BB[0.021645], 0.064935, 119.935065
HS[60.355245], V, HS[60.355245], BB[0.022378], 0.067133, 120.732867
HS[60.753740], V, HS[60.753740], BB[0.023130], 0.069390, 121.530610
HS[61.152195], V, HS[61.152195], BB[0.023903], 0.071708, 122.328292
HS[61.550609], V, HS[61.550609], BB[0.024695], 0.074086, 123.125914
HS[61.948982], V, HS[61.948982], BB[0.025509], 0.076528, 123.923472
HS[62.347311], V, HS[62.347311], BB[0.026344], 0.079033, 124.720967
HS[62.745598], V, HS[62.745598], BB[0.027201], 0.081603, 125.518397
HS[63.143840], V, HS[63.143840], BB[0.028080], 0.084240, 126.315760
HS[63.542037], V, HS[63.542037], BB[0.028981], 0.086944, 127.113056
HS[63.940189], V, HS[63.940189], BB[0.029906], 0.089717, 127.910283
HS[64.338293], V, HS[64.338293], BB[0.030853], 0.092560, 128.707440
HS[64.736350], V, HS[64.736350], BB[0.031825], 0.095475, 129.504525
HS[65.134359], V, HS[65.134359], BB[0.032821], 0.098462, 130.301538
HS[65.532318], V, HS[65.532318], BB[0.033841], 0.101524, 131.098476
HS[65.930226], V, HS[65.930226], BB[0.034887], 0.104661, 131.895339
HS[66.328084], V, HS[66.328084], BB[0.035958], 0.107875, 132.692125
HS[66.725889], V, HS[66.725889], BB[0.037056], 0.111167, 133.488833
HS[67.123641], V, HS[67.123641], BB[0.038180], 0.114539, 134.285461
HS[67.521339], V, HS[67.521339], BB[0.039331], 0.117992, 135.082008
HS[67.918982], V, HS[67.918982], BB[0.040509], 0.121528, 135.878472
HS[68.316568], V, HS[68.316568], BB[0.041716], 0.125147, 136.674853
HS[68.714098], V, HS[68.714098], BB[0.042951], 0.128852, 137.471148
HS[69.111570], V, HS[69.111570], BB[0.044215], 0.132645, 138.267355
HS[69.508983], V, HS[69.508983], BB[0.045508], 0.136525, 139.063475
HS[69.906336], V, HS[69.906336], BB[0.046832], 0.140496, 139.859504
HS[70.303628], V, HS[70.303628], BB[0.048186], 0.144558, 140.655442
HS[70.700858], V, HS[70.700858], BB[0.049571], 0.148714, 141.451286
HS[71.098024], V, HS[71.098024], BB[0.050988], 0.152964, 142.247036
HS[71.495126], V, HS[71.495126], BB[0.052437], 0.157310, 143.042690
HS[71.892164], V, HS[71.892164], BB[0.053918], 0.161755, 143.838245
HS[72.289134], V, HS[72.289134], BB[0.055433], 0.166299, 144.633701
HS[72.686038], V, HS[72.686038], BB[0.056981], 0.170944, 145.429056
HS[73.082872], V, HS[73.082872], BB[0.058564], 0.175692, 146.224308
HS[73.479637], V, HS[73.479637], BB[0.060181], 0.180544, 147.019456
HS[73.876331], V, HS[73.876331], BB[0.061834], 0.185503, 147.814497
HS[74.272954], V, HS[74.272954], BB[0.063523], 0.190570, 148.609430
HS[74.669503], V, HS[74.669503], BB[0.065249], 0.195746, 149.404254
HS[75.065977], V, HS[75.065977], BB[0.067011], 0.201034, 150.198966
HS[75.462377], V, HS[75.462377], BB[0.068812], 0.206435, 150.993565
HS[75.858699], V, HS[75.858699], BB[0.070650], 0.211951, 151.788049
HS[76.254944], V, HS[76.254944], BB[0.072528], 0.217584, 152.582416
HS[76.651110], V, HS[76.651110], BB[0.074445], 0.223335, 153.376665
HS[77.047195], V, HS[77.047195], BB[0.076402], 0.229207, 154.170793
HS[77.443199], V, HS[77.443199], BB[0.078400], 0.235201, 154.964799
HS[77.839120], V, HS[77.839120], BB[0.080440], 0.241320, 155.758680
HS[78.234957], V, HS[78.234957], BB[0.082521], 0.247564, 156.552436
HS[78.630709], V, HS[78.630709], BB[0.084646], 0.253937, 157.346063
HS[79.026374], V, HS[79.026374], BB[0.086813], 0.260439, 158.139561
HS[79.421951], V, HS[79.421951], BB[0.089024], 0.267073, 158.932927
HS[79.817439], V, HS[79.817439], BB[0.091280], 0.273841, 159.726159
HS[80.212836], V, HS[80.212836], BB[0.093582], 0.280745, 160.519255
HS[80.608142], V, HS[80.608142], BB[0.095929], 0.287787, 161.312213
HS[81.003354], V, HS[81.003354], BB[0.098323], 0.294969, 162.105031
HS[81.398472], V, HS[81.398472], BB[0.100764], 0.302292, 162.897708
HS[81.793494], V, HS[81.793494], BB[0.103253], 0.309759, 163.690241
HS[82.188418], V, HS[82.188418], BB[0.105791], 0.317373, 164.482627
HS[82.583244], V, HS[82.583244], BB[0.108378], 0.325134, 165.274866
HS[82.977969], V, HS[82.977969], BB[0.111015], 0.333046, 166.066954
HS[83.372593], V, HS[83.372593], BB[0.113703], 0.341110, 166.858890
HS[83.767114], V, HS[83.767114], BB[0.116443], 0.349329, 167.650671
HS[84.161531], V, HS[84.161531], BB[0.119235], 0.357704, 168.442296
HS[84.555841], V, HS[84.555841], BB[0.122079], 0.366238, 169.233762
HS[84.950044], V, HS[84.950044], BB[0.124978], 0.374933, 170.025067
HS[85.344139], V, HS[85.344139], BB[0.127931], 0.383792, 170.816208
HS[85.738123], V, HS[85.738123], BB[0.130939], 0.392816, 171.607184
HS[86.131995], V, HS[86.131995], BB[0.134003], 0.402008, 172.397992
HS[86.525754], V, HS[86.525754], BB[0.137123], 0.411370, 173.188630
HS[86.919397], V, HS[86.919397], BB[0.140301], 0.420904, 173.979096
HS[87.312925], V, HS[87.312925], BB[0.143538], 0.430613, 174.769387
HS[87.706334], V, HS[87.706334], BB[0.146833], 0.440499, 175.559501
HS[88.099624], V, HS[88.099624], BB[0.150188], 0.450564, 176.349436
HS[88.492793], V, HS[88.492793], BB[0.153604], 0.460811, 177.139189
HS[88.885838], V, HS[88.885838], BB[0.157081], 0.471242, 177.928758
HS[89.278760], V, HS[89.278760], BB[0.160620], 0.481860, 178.718140
HS[89.671555], V, HS[89.671555], BB[0.164222], 0.492667, 179.507333
HS[90.064223], V, HS[90.064223], BB[0.167888], 0.503665, 180.296335
HS[90.456762], V, HS[90.456762], BB[0.171619], 0.514857, 181.085143
HS[90.849169], V, HS[90.849169], BB[0.175415], 0.526246, 181.873754
HS[91.241444], V, HS[91.241444], BB[0.179278], 0.537833, 182.662167
HS[91.633585], V, HS[91.633585], BB[0.183207], 0.549622, 183.450378
HS[92.025590], V, HS[92.025590], BB[0.187205], 0.561615, 184.238385
HS[92.417457], V, HS[92.417457], BB[0.191271], 0.573814, 185.026186
HS[92.809185], V, HS[92.809185], BB[0.195408], 0.586223, 185.813777
HS[93.200771], V, HS[93.200771], BB[0.199614], 0.598843, 186.601157
HS[93.592215], V, HS[93.592215], BB[0.203893], 0.611678, 187.388322
HS[93.983514], V, HS[93.983514], BB[0.208243], 0.624729, 188.175271
HS[94.374666], V, HS[94.374666], BB[0.212667], 0.638001, 188.961999
HS[94.765671], V, HS[94.765671], BB[0.217165], 0.651494, 189.748506
HS[95.156525], V, HS[95.156525], BB[0.221738], 0.665213, 190.534787
HS[95.547227], V, HS[95.547227], BB[0.226386], 0.679159, 191.320841
HS[95.937776], V, HS[95.937776], BB[0.231112], 0.693336, 192.106664
HS[96.328169], V, HS[96.328169], BB[0.235915], 0.707746, 192.892254
HS[96.718406], V, HS[96.718406], BB[0.240797], 0.722392, 193.677608
HS[97.108482], V, HS[97.108482], BB[0.245759], 0.737276, 194.462724
HS[97.498398], V, HS[97.498398], BB[0.250801], 0.752403, 195.247597
HS[97.888151], V, HS[97.888151], BB[0.255924], 0.767773, 196.032227
HS[98.277739], V, HS[98.277739], BB[0.261130], 0.783391, 196.816609
HS[98.667160], V, HS[98.667160], BB[0.266420], 0.799260, 197.600740
HS[99.056413], V, HS[99.056413], BB[0.271794], 0.815381, 198.384619
HS[99.445495], V, HS[99.445495], BB[0.277253], 0.831758, 199.168242
HS[99.834404], V, HS[99.834404], BB[0.282798], 0.848394, 199.951606
HS[100.223139], V, HS[100.223139], BB[0.288430], 0.865291, 200.734709
HS[100.611698], V, HS[100.611698], BB[0.294151], 0.882453, 201.517547
HS[101.000078], V, HS[101.000078], BB[0.299961], 0.899883, 202.300117
HS[101.388277], V, HS[101.388277], BB[0.305861], 0.917584, 203.082416
HS[101.776294], V, HS[101.776294], BB[0.311853], 0.935559, 203.864441
HS[102.164127], V, HS[102.164127], BB[0.317937], 0.953810, 204.646190
HS[102.551773], V, HS[102.551773], BB[0.324114], 0.972341, 205.427659
HS[102.939230], V, HS[102.939230], BB[0.330385], 0.991155, 206.208845
HS[103.326497], V, HS[103.326497], BB[0.336751], 1.010254, 206.989746
HS[103.713571], V, HS[103.713571], BB[0.343214], 1.029643, 207.770357
HS[104.100451], V, HS[104.100451], BB[0.349775], 1.049324, 208.550676
HS[104.487133], V, HS[104.487133], BB[0.356433], 1.069300, 209.330700
HS[104.873617], V, HS[104.873617], BB[0.363192], 1.089575, 210.110425
HS[105.259899], V, HS[105.259899], BB[0.370051], 1.110152, 210.889848
HS[105.645978], V, HS[105.645978], BB[0.377011], 1.131033, 211.668967
HS[106.031852], V, HS[106.031852], BB[0.384074], 1.152222, 212.447778
HS[106.417518], V, HS[106.417518], BB[0.391241], 1.173723, 213.226277
HS[106.802975], V, HS[106.802975], BB[0.398513], 1.195538, 214.004462
HS[107.188220], V, HS[107.188220], BB[0.405890], 1.217671, 214.782329
HS[107.573250], V, HS[107.573250], BB[0.413375], 1.240125, 215.559875
HS[107.958065], V, HS[107.958065], BB[0.420968], 1.262903, 216.337097
HS[108.342661], V, HS[108.342661], BB[0.428670], 1.286009, 217.113991
HS[108.727036], V, HS[108.727036], BB[0.436482], 1.309446, 217.890554
HS[109.111188], V, HS[109.111188], BB[0.444406], 1.333217, 218.666783
HS[109.495116], V, HS[109.495116], BB[0.452442], 1.357326, 219.442674
HS[109.878816], V, HS[109.878816], BB[0.460592], 1.381777, 220.218223
