M, TSBB[500.000000, 500.000000], TSBB[0.000000, 0.000000], M, 0.000000, 500.000000
M, TSBB[500.000000, 492.912500], TSBB[7.087500, 0.000000], M, 0.000000, 500.000000
M, TSBB[499.933059, 486.285338], TSBB[13.710728, 0.070875], M, 0.000000, 500.000000
M, TSBB[499.804006, 480.073103], TSBB[19.915617, 0.207273], M, 0.000000, 500.000000
M, TSBB[499.617227, 474.236489], TSBB[25.741928, 0.404357], M, 0.000000, 500.000000
M, TSBB[499.376720, 468.741260], TSBB[31.224289, 0.657732], M, 0.000000, 500.000000
M, TSBB[499.086142, 463.557428], TSBB[36.393033, 0.963396], M, 0.000000, 500.000000
M, TSBB[498.748850, 458.658587], TSBB[41.274872, 1.317691], M, 0.000000, 500.000000
M, TSBB[498.367931, 454.021367], TSBB[45.893443, 1.717259], M, 0.000000, 500.000000
M, TSBB[497.946234, 449.624997], TSBB[50.269754, 2.159016], M, 0.000000, 500.000000
M, TSBB[497.486393, 445.450934], TSBB[54.422557, 2.640116], M, 0.000000, 500.000000
M, TSBB[496.990850, 441.482564], TSBB[58.368656, 3.157931], M, 0.000000, 500.000000
M, TSBB[496.461872, 437.704941], TSBB[62.123162, 3.710025], M, 0.000000, 500.000000
M, TSBB[495.901569, 434.104581], TSBB[65.699711, 4.294139], M, 0.000000, 500.000000
M, TSBB[495.311908, 430.669272], TSBB[69.110646, 4.908174], M, 0.000000, 500.000000
M, TSBB[494.694724, 427.387929], TSBB[72.367174, 5.550173], M, 0.000000, 500.000000
M, TSBB[494.051735, 424.250456], TSBB[75.479498, 6.218312], M, 0.000000, 500.000000
M, TSBB[493.384547, 421.247636], TSBB[78.456930, 6.910887], M, 0.000000, 500.000000
M, TSBB[492.694668, 418.371032], TSBB[81.307995, 7.626304], M, 0.000000, 500.000000
M, TSBB[491.983512, 415.612907], TSBB[84.040509, 8.363072], M, 0.000000, 500.000000
M, TSBB[491.252409, 412.966144], TSBB[86.661657, 9.119789], M, 0.000000, 500.000000
M, TSBB[490.502609, 410.424188], TSBB[89.178060, 9.895144], M, 0.000000, 500.000000
M, TSBB[489.735289, 407.980985], TSBB[91.595825, 10.687902], M, 0.000000, 500.000000
M, TSBB[488.951560, 405.630937], TSBB[93.920602, 11.496901], M, 0.000000, 500.000000
M, TSBB[488.152469, 403.368860], TSBB[96.157622, 12.321050], M, 0.000000, 500.000000
M, TSBB[487.339004, 401.189937], TSBB[98.311740, 13.159319], M, 0.000000, 500.000000
M, TSBB[486.512101, 399.089696], TSBB[100.387467, 14.010737], M, 0.000000, 500.000000
M, TSBB[485.672641, 397.063969], TSBB[102.389002, 14.874389], M, 0.000000, 500.000000
M, TSBB[484.821461, 395.108872], TSBB[104.320257, 15.749411], M, 0.000000, 500.000000
M, TSBB[483.959351, 393.220780], TSBB[106.184884, 16.634985], M, 0.000000, 500.000000
M, TSBB[483.087062, 391.396303], TSBB[107.986296, 17.530340], M, 0.000000, 500.000000
M, TSBB[482.205303, 389.632267], TSBB[109.727685, 18.434745], M, 0.000000, 500.000000
M, TSBB[481.314749, 387.925699], TSBB[111.412042, 19.347510], M, 0.000000, 500.000000
M, TSBB[480.416037, 386.273810], TSBB[113.042172, 20.267981], M, 0.000000, 500.000000
M, TSBB[479.509775, 384.673980], TSBB[114.620706, 21.195538], M, 0.000000, 500.000000
M, TSBB[478.596539, 383.123747], TSBB[116.150120, 22.129594], M, 0.000000, 500.000000
M, TSBB[477.676875, 381.620792], TSBB[117.632740, 23.069593], M, 0.000000, 500.000000
M, TSBB[476.751303, 380.162932], TSBB[119.070757, 24.015008], M, 0.000000, 500.000000
M, TSBB[475.820317, 378.748110], TSBB[120.466234, 24.965338], M, 0.000000, 500.000000
M, TSBB[474.884388, 377.374384], TSBB[121.821120, 25.920108], M, 0.000000, 500.000000
M, TSBB[473.943961, 376.039918], TSBB[123.137251, 26.878869], M, 0.000000, 500.000000
M, TSBB[472.999462, 374.742981], TSBB[124.416364, 27.841193], M, 0.000000, 500.000000
M, TSBB[472.051295, 373.481933], TSBB[125.660099, 28.806674], M, 0.000000, 500.000000
M, TSBB[471.099845, 372.255221], TSBB[126.870008, 29.774926], M, 0.000000, 500.000000
M, TSBB[470.145478, 371.061377], TSBB[128.047561, 30.745584], M, 0.000000, 500.000000
M, TSBB[469.188544, 369.899007], TSBB[129.194149, 31.718300], M, 0.000000, 500.000000
M, TSBB[468.229373, 368.766792], TSBB[130.311092, 32.692744], M, 0.000000, 500.000000
M, TSBB[467.268282, 367.663476], TSBB[131.399640, 33.668601], M, 0.000000, 500.000000
